order_id,customer_id,product_id,order_date,demand_qty,revenue
ORD-000910,CUST-0726,PROD-0035,2023-11-05,5,1815.4
ORD-000911,CUST-0747,PROD-0059,2023-02-10,19,7319.37
ORD-000912,CUST-0819,PROD-0089,2023-07-03,13,8821.67
ORD-000913,CUST-0514,PROD-0008,2023-11-14,1,675.61
ORD-000914,CUST-0216,PROD-0088,2023-12-17,11,4946.7
ORD-000915,CUST-0921,PROD-0042,2023-10-31,7,5412.26
ORD-000916,CUST-0869,PROD-0012,2023-10-12,3,2922.57
ORD-000917,CUST-0307,PROD-0037,2023-10-07,19,12835.45
ORD-000918,CUST-0496,PROD-0024,2023-04-26,16,11624.32
ORD-000919,CUST-0030,PROD-0070,2023-06-13,17,14478.9
ORD-000920,CUST-0147,PROD-0002,2023-12-04,9,7732.8
ORD-000921,CUST-0609,PROD-0047,2023-12-02,1,885.82
ORD-000922,CUST-0123,PROD-0058,2023-12-14,13,6442.41
ORD-000923,CUST-0370,PROD-0056,2023-01-27,10,4122.6
ORD-000924,CUST-0950,PROD-0055,2023-04-22,9,3464.96
ORD-000925,CUST-0094,PROD-0065,2023-05-17,14,9488.08
ORD-000926,CUST-0116,PROD-0055,2023-01-23,19,7314.92
ORD-000927,CUST-0388,PROD-0013,2023-06-20,3,1699.2
ORD-000928,CUST-0921,PROD-0059,2023-01-30,1,385.23
ORD-000929,CUST-0609,PROD-0016,2023-05-01,16,8475.46
ORD-000930,CUST-0357,PROD-0031,2023-11-29,14,13710.48
ORD-000931,CUST-0835,PROD-0079,2023-10-16,15,1028.34
ORD-000932,CUST-0879,PROD-0053,2023-03-23,10,9807.2
ORD-000933,CUST-0952,PROD-0052,2023-02-20,4,2323.4
ORD-000934,CUST-0114,PROD-0077,2023-10-22,17,10527.76
ORD-000935,CUST-0652,PROD-0034,2023-07-27,16,7131.36
ORD-000936,CUST-0348,PROD-0079,2023-06-16,10,685.56
ORD-000937,CUST-0503,PROD-0086,2023-03-22,9,1214.46
ORD-000938,CUST-0157,PROD-0071,2023-12-20,18,5594.83
ORD-000939,CUST-0138,PROD-0047,2023-05-15,18,15944.76
ORD-000940,CUST-0772,PROD-0018,2023-06-30,10,1924.1
ORD-000941,CUST-0513,PROD-0033,2023-08-18,5,4539.9
ORD-000942,CUST-0539,PROD-0062,2023-12-02,16,14902.72
ORD-000943,CUST-0315,PROD-0087,2023-07-28,7,4111.03
ORD-000944,CUST-0079,PROD-0095,2023-01-15,18,10434.1
ORD-000945,CUST-0808,PROD-0079,2023-08-05,19,1302.56
ORD-000946,CUST-0247,PROD-0072,2023-01-25,7,5003.11
ORD-000947,CUST-0488,PROD-0062,2023-01-21,16,14902.72
ORD-000948,CUST-0375,PROD-0076,2023-04-01,14,6022.13
ORD-000949,CUST-0325,PROD-0065,2023-06-20,9,6099.48
ORD-000950,CUST-0257,PROD-0086,2023-04-28,17,2293.98
ORD-000951,CUST-0640,PROD-0042,2023-12-18,1,773.18
ORD-000952,CUST-0223,PROD-0048,2023-10-05,4,3011.04
ORD-000953,CUST-0816,PROD-0014,2023-04-17,9,3277.15
ORD-000954,CUST-0651,PROD-0026,2023-12-27,8,4413.52
ORD-000955,CUST-0307,PROD-0014,2023-09-11,19,6918.43
ORD-000956,CUST-0510,PROD-0003,2023-05-13,9,3747.78
ORD-000957,CUST-0013,PROD-0039,2023-12-03,5,1227.9
ORD-000958,CUST-0282,PROD-0097,2023-01-20,9,4778.89
ORD-000959,CUST-0341,PROD-0034,2023-05-10,15,6685.65
ORD-000960,CUST-0847,PROD-0028,2023-09-09,6,3861.66
ORD-000961,CUST-0022,PROD-0054,2023-12-04,18,3868.13
ORD-000962,CUST-0496,PROD-0078,2023-12-30,13,2821.26
ORD-000963,CUST-0501,PROD-0095,2023-04-14,1,579.67
ORD-000964,CUST-0250,PROD-0020,2023-11-28,7,3528.14
ORD-000965,CUST-0275,PROD-0053,2023-04-17,14,13730.08
ORD-000966,CUST-0274,PROD-0028,2023-09-14,14,9010.54
ORD-000967,CUST-0537,PROD-0054,2023-01-10,12,2578.75
ORD-000968,CUST-0242,PROD-0025,2023-04-26,7,2253.3
ORD-000969,CUST-0886,PROD-0016,2023-04-11,1,529.72
ORD-000970,CUST-0934,PROD-0040,2023-11-12,15,7638.15
ORD-000971,CUST-0506,PROD-0070,2023-02-25,4,3406.8
ORD-000972,CUST-0805,PROD-0042,2023-10-28,13,10051.34
ORD-000973,CUST-0009,PROD-0081,2023-06-04,4,983.09
ORD-000974,CUST-0770,PROD-0001,2023-06-12,12,10196.76
ORD-000975,CUST-0138,PROD-0047,2023-01-07,14,12401.48
ORD-000976,CUST-0520,PROD-0052,2023-10-05,12,6970.2
ORD-000977,CUST-0109,PROD-0024,2023-10-08,17,12350.84
ORD-000978,CUST-0178,PROD-0011,2023-09-25,1,941.33
ORD-000979,CUST-0957,PROD-0020,2023-05-24,15,7560.3
ORD-000980,CUST-0092,PROD-0053,2023-08-17,18,17652.96
ORD-000981,CUST-0747,PROD-0088,2023-11-27,4,1798.8
ORD-000982,CUST-0329,PROD-0048,2023-10-19,8,6022.08
ORD-000983,CUST-0866,PROD-0031,2023-10-04,5,4896.6
ORD-000984,CUST-0600,PROD-0003,2023-12-05,5,2082.1
ORD-000985,CUST-0776,PROD-0091,2023-02-18,18,10611.22
ORD-000986,CUST-0127,PROD-0082,2023-11-26,5,1582.2
ORD-000987,CUST-0784,PROD-0006,2023-09-08,6,5621.52
ORD-000988,CUST-0110,PROD-0040,2023-03-15,17,8656.57
ORD-000989,CUST-0727,PROD-0051,2023-01-03,4,2344.99
ORD-000990,CUST-0147,PROD-0075,2023-11-19,7,3019.73
ORD-000991,CUST-0226,PROD-0003,2023-05-27,2,832.84
ORD-000992,CUST-0785,PROD-0100,2023-10-14,12,9975.72
ORD-000993,CUST-0424,PROD-0090,2023-08-18,15,5123.85
ORD-000994,CUST-0279,PROD-0075,2023-10-23,16,6902.24
ORD-000995,CUST-0753,PROD-0039,2023-03-02,14,3438.12
ORD-000996,CUST-0870,PROD-0091,2023-11-27,9,5305.61
ORD-000997,CUST-0997,PROD-0079,2023-02-12,15,1028.34
ORD-000998,CUST-0474,PROD-0050,2023-01-08,2,688.28
ORD-000999,CUST-0824,PROD-0089,2023-07-04,9,6107.31
ORD-001000,CUST-0614,PROD-0040,2023-11-24,4,2036.84
ORD-001001,CUST-0036,PROD-0020,2023-09-05,18,9072.36
ORD-001002,CUST-0640,PROD-0012,2023-03-11,12,11690.28
ORD-001003,CUST-0277,PROD-0088,2023-06-27,2,899.4
ORD-001004,CUST-0002,PROD-0091,2023-05-21,13,7663.66
ORD-001005,CUST-0198,PROD-0061,2023-04-21,10,8473.3
ORD-001006,CUST-0638,PROD-0007,2023-03-17,19,15002.97
ORD-001007,CUST-0995,PROD-0030,2023-08-16,10,5980.7
ORD-001008,CUST-0573,PROD-0026,2023-09-06,3,1655.07
ORD-001009,CUST-0116,PROD-0013,2023-09-10,17,9628.8
ORD-001010,CUST-0637,PROD-0011,2023-04-10,4,3765.32
ORD-001011,CUST-0587,PROD-0041,2023-07-27,10,5805.6
ORD-001012,CUST-0578,PROD-0020,2023-06-10,2,1008.04
ORD-001013,CUST-0748,PROD-0066,2023-08-10,14,8263.58
ORD-001014,CUST-0275,PROD-0077,2023-04-18,9,5573.52
ORD-001015,CUST-0444,PROD-0010,2023-05-17,17,6542.28
ORD-001016,CUST-0272,PROD-0010,2023-03-12,19,7311.96
ORD-001017,CUST-0812,PROD-0078,2023-05-25,2,434.04
ORD-001018,CUST-0897,PROD-0044,2023-03-12,13,12930.58
ORD-001019,CUST-0286,PROD-0018,2023-04-08,14,2693.74
ORD-001020,CUST-0898,PROD-0097,2023-12-17,10,5309.88
ORD-001021,CUST-0591,PROD-0013,2023-02-19,15,8496.0
ORD-001022,CUST-0763,PROD-0016,2023-07-05,1,529.72
ORD-001023,CUST-0511,PROD-0019,2023-11-08,2,148.06
ORD-001024,CUST-0884,PROD-0043,2023-12-08,2,125.46
ORD-001025,CUST-0112,PROD-0022,2023-08-20,18,6824.52
ORD-001026,CUST-0004,PROD-0099,2023-05-20,3,1020.36
ORD-001027,CUST-0917,PROD-0003,2023-04-07,12,4997.04
ORD-001028,CUST-0500,PROD-0048,2023-08-22,8,6022.08
ORD-001029,CUST-0330,PROD-0027,2023-04-29,15,8178.3
ORD-001030,CUST-0062,PROD-0004,2023-09-28,9,8010.09
ORD-001031,CUST-0032,PROD-0064,2023-01-25,18,8716.46
ORD-001032,CUST-0391,PROD-0018,2023-02-27,1,192.41
ORD-001033,CUST-0510,PROD-0062,2023-05-27,12,11177.04
ORD-001034,CUST-0550,PROD-0044,2023-09-09,14,13925.24
ORD-001035,CUST-0658,PROD-0088,2023-06-30,16,7195.2
ORD-001036,CUST-0026,PROD-0025,2023-12-14,12,3862.8
ORD-001037,CUST-0137,PROD-0079,2023-11-20,6,411.34
ORD-001038,CUST-0163,PROD-0001,2023-06-02,9,7647.57
ORD-001039,CUST-0226,PROD-0053,2023-11-10,7,6865.04
ORD-001040,CUST-0681,PROD-0039,2023-09-22,15,3683.7
ORD-001041,CUST-0170,PROD-0036,2023-10-24,6,3913.2
ORD-001042,CUST-0390,PROD-0019,2023-09-09,18,1332.5
ORD-001043,CUST-0102,PROD-0019,2023-11-16,5,370.14
ORD-001044,CUST-0380,PROD-0037,2023-08-26,7,4728.85
ORD-001045,CUST-0009,PROD-0022,2023-11-14,17,6445.38
ORD-001046,CUST-0920,PROD-0060,2023-05-25,18,7322.4
ORD-001047,CUST-0064,PROD-0044,2023-08-24,6,5967.96
ORD-001048,CUST-0582,PROD-0015,2023-03-21,10,4959.0
ORD-001049,CUST-0078,PROD-0050,2023-09-01,10,3441.4
ORD-001050,CUST-0522,PROD-0081,2023-10-21,9,2211.95
ORD-001051,CUST-0738,PROD-0097,2023-12-23,3,1592.96
ORD-001052,CUST-0926,PROD-0004,2023-04-16,8,7120.08
ORD-001053,CUST-0421,PROD-0084,2023-01-09,5,2046.54
ORD-001054,CUST-0336,PROD-0009,2023-06-19,6,3534.42
ORD-001055,CUST-0435,PROD-0015,2023-01-24,16,7934.4
ORD-001056,CUST-0202,PROD-0043,2023-11-20,14,878.22
ORD-001057,CUST-0977,PROD-0075,2023-06-26,17,7333.63
ORD-001058,CUST-0827,PROD-0100,2023-05-25,19,15794.89
ORD-001059,CUST-0980,PROD-0019,2023-02-18,13,962.36
ORD-001060,CUST-0197,PROD-0023,2023-12-27,17,12737.93
ORD-001061,CUST-0741,PROD-0060,2023-11-20,19,7729.2
ORD-001062,CUST-0261,PROD-0080,2023-02-02,12,7624.08
ORD-001063,CUST-0188,PROD-0093,2023-08-14,12,10105.8
ORD-001064,CUST-0504,PROD-0066,2023-04-21,2,1180.51
ORD-001065,CUST-0868,PROD-0066,2023-01-18,10,5902.56
ORD-001066,CUST-0834,PROD-0069,2023-02-17,5,2407.14
ORD-001067,CUST-0525,PROD-0019,2023-07-07,19,1406.53
ORD-001068,CUST-0010,PROD-0066,2023-05-04,17,10034.35
ORD-001069,CUST-0083,PROD-0048,2023-12-13,12,9033.12
ORD-001070,CUST-0029,PROD-0093,2023-12-23,4,3368.6
ORD-001071,CUST-0395,PROD-0025,2023-03-20,18,5794.2
ORD-001072,CUST-0660,PROD-0007,2023-11-14,3,2368.89
ORD-001073,CUST-0628,PROD-0011,2023-01-26,10,9413.3
ORD-001074,CUST-0672,PROD-0026,2023-03-31,5,2758.45
ORD-001075,CUST-0723,PROD-0014,2023-03-13,14,5097.79
ORD-001076,CUST-0902,PROD-0032,2023-08-10,2,994.02
ORD-001077,CUST-0479,PROD-0037,2023-04-30,13,8782.15
ORD-001078,CUST-0031,PROD-0001,2023-10-09,15,12745.95
ORD-001079,CUST-0555,PROD-0100,2023-05-09,5,4156.55
ORD-001080,CUST-0259,PROD-0014,2023-04-12,7,2548.9
ORD-001081,CUST-0346,PROD-0017,2023-08-24,10,9945.7
ORD-001082,CUST-0468,PROD-0074,2023-01-18,18,5590.44
ORD-001083,CUST-0081,PROD-0008,2023-02-12,9,6080.49
ORD-001084,CUST-0237,PROD-0058,2023-11-15,12,5946.84
ORD-001085,CUST-0997,PROD-0019,2023-05-31,6,444.17
ORD-001086,CUST-0322,PROD-0026,2023-07-07,2,1103.38
ORD-001087,CUST-0236,PROD-0022,2023-04-27,17,6445.38
ORD-001088,CUST-0213,PROD-0010,2023-12-03,13,5002.92
ORD-001089,CUST-0316,PROD-0001,2023-07-29,19,16144.87
ORD-001090,CUST-0122,PROD-0002,2023-03-13,15,12888.0
ORD-001091,CUST-0079,PROD-0025,2023-08-24,13,4184.7
ORD-001092,CUST-0751,PROD-0044,2023-06-10,16,15914.56
ORD-001093,CUST-0989,PROD-0001,2023-04-16,3,2549.19
ORD-001094,CUST-0702,PROD-0041,2023-02-27,8,4644.48
ORD-001095,CUST-0209,PROD-0001,2023-06-04,12,10196.76
ORD-001096,CUST-0171,PROD-0072,2023-11-16,3,2144.19
ORD-001097,CUST-0936,PROD-0005,2023-06-05,19,16224.29
ORD-001098,CUST-0025,PROD-0031,2023-09-18,8,7834.56
ORD-001099,CUST-0549,PROD-0033,2023-03-04,12,10895.76
ORD-001100,CUST-0823,PROD-0010,2023-07-08,14,5387.76
ORD-001101,CUST-0033,PROD-0026,2023-08-16,18,9930.42
ORD-001102,CUST-0759,PROD-0073,2023-03-31,6,3370.56
ORD-001103,CUST-0357,PROD-0008,2023-02-19,1,675.61
ORD-001104,CUST-0353,PROD-0078,2023-06-03,9,1953.18
ORD-001105,CUST-0102,PROD-0003,2023-10-09,11,4580.62
ORD-001106,CUST-0615,PROD-0001,2023-04-29,11,9347.03
ORD-001107,CUST-0668,PROD-0052,2023-02-09,8,4646.8
ORD-001108,CUST-0436,PROD-0026,2023-08-05,17,9378.73
ORD-001109,CUST-0428,PROD-0067,2023-09-08,4,1076.32
ORD-001110,CUST-0425,PROD-0038,2023-12-10,8,6935.04
ORD-001111,CUST-0107,PROD-0020,2023-05-11,17,8568.34
ORD-001112,CUST-0232,PROD-0057,2023-07-02,7,2269.34
ORD-001113,CUST-0391,PROD-0100,2023-07-28,16,13300.96
ORD-001114,CUST-0817,PROD-0059,2023-06-19,1,385.23
ORD-001115,CUST-0636,PROD-0016,2023-10-02,12,6356.59
ORD-001116,CUST-0003,PROD-0078,2023-06-17,5,1085.1
ORD-001117,CUST-0225,PROD-0068,2023-12-27,10,4920.6
ORD-001118,CUST-0961,PROD-0063,2023-03-14,9,1389.53
ORD-001119,CUST-0971,PROD-0063,2023-12-21,12,1852.7
ORD-001120,CUST-0968,PROD-0074,2023-12-22,10,3105.8
ORD-001121,CUST-0492,PROD-0010,2023-05-16,3,1154.52
ORD-001122,CUST-0367,PROD-0079,2023-03-05,3,205.67
ORD-001123,CUST-0845,PROD-0006,2023-05-10,18,16864.56
ORD-001124,CUST-0991,PROD-0052,2023-04-04,8,4646.8
ORD-001125,CUST-0964,PROD-0037,2023-02-05,1,675.55
ORD-001126,CUST-0246,PROD-0001,2023-06-20,14,11896.22
ORD-001127,CUST-0074,PROD-0050,2023-06-14,1,344.14
ORD-001128,CUST-0212,PROD-0049,2023-09-08,17,16218.17
ORD-001129,CUST-0695,PROD-0092,2023-05-07,6,5893.2
ORD-001130,CUST-0336,PROD-0022,2023-03-17,12,4549.68
ORD-001131,CUST-0821,PROD-0023,2023-12-07,5,3746.45
ORD-001132,CUST-0120,PROD-0005,2023-11-02,11,9393.01
ORD-001133,CUST-0579,PROD-0046,2023-05-19,13,5478.56
ORD-001134,CUST-0755,PROD-0026,2023-04-04,12,6620.28
ORD-001135,CUST-0540,PROD-0091,2023-07-11,12,7074.14
ORD-001136,CUST-0676,PROD-0076,2023-08-04,14,6022.13
ORD-001137,CUST-0336,PROD-0070,2023-03-17,12,10220.4
ORD-001138,CUST-0619,PROD-0088,2023-01-11,8,3597.6
ORD-001139,CUST-0487,PROD-0092,2023-08-17,19,18661.8
ORD-001140,CUST-0679,PROD-0063,2023-05-13,5,771.96
ORD-001141,CUST-0470,PROD-0077,2023-03-03,15,9289.2
ORD-001142,CUST-0688,PROD-0040,2023-12-21,11,5601.31
ORD-001143,CUST-0302,PROD-0051,2023-09-26,1,586.25
ORD-001144,CUST-0892,PROD-0038,2023-11-16,9,7801.92
ORD-001145,CUST-0046,PROD-0024,2023-08-04,13,9444.76
ORD-001146,CUST-0523,PROD-0046,2023-01-04,9,3792.85
ORD-001147,CUST-0764,PROD-0018,2023-03-04,12,2308.92
ORD-001148,CUST-0449,PROD-0014,2023-08-05,3,1092.38
ORD-001149,CUST-0059,PROD-0048,2023-03-09,18,13549.68
ORD-001150,CUST-0305,PROD-0076,2023-03-25,14,6022.13
ORD-001151,CUST-0443,PROD-0097,2023-03-21,4,2123.95
ORD-001152,CUST-0260,PROD-0094,2023-01-16,19,16400.8
ORD-001153,CUST-0987,PROD-0004,2023-10-08,4,3560.04
ORD-001154,CUST-0758,PROD-0015,2023-10-28,11,5454.9
ORD-001155,CUST-0209,PROD-0065,2023-12-28,18,12198.96
ORD-001156,CUST-0862,PROD-0013,2023-01-09,15,8496.0
ORD-001157,CUST-0561,PROD-0070,2023-08-03,18,15330.6
ORD-001158,CUST-0671,PROD-0065,2023-04-03,4,2710.88
ORD-001159,CUST-0537,PROD-0073,2023-08-22,6,3370.56
ORD-001160,CUST-0380,PROD-0068,2023-09-10,14,6888.84
ORD-001161,CUST-0096,PROD-0036,2023-11-08,4,2608.8
ORD-001162,CUST-0734,PROD-0084,2023-07-20,15,6139.62
ORD-001163,CUST-0391,PROD-0067,2023-02-10,2,538.16
ORD-001164,CUST-0002,PROD-0025,2023-02-24,11,3540.9
ORD-001165,CUST-0750,PROD-0091,2023-03-22,2,1179.02
ORD-001166,CUST-0032,PROD-0064,2023-04-22,11,5326.73
ORD-001167,CUST-0355,PROD-0082,2023-08-07,3,949.32
ORD-001168,CUST-0738,PROD-0054,2023-07-03,10,2148.96
ORD-001169,CUST-0802,PROD-0014,2023-09-04,7,2548.9
ORD-001170,CUST-0884,PROD-0020,2023-09-24,16,8064.32
ORD-001171,CUST-0803,PROD-0090,2023-04-16,18,6148.62
ORD-001172,CUST-0384,PROD-0060,2023-12-15,3,1220.4
ORD-001173,CUST-0724,PROD-0064,2023-03-15,13,6295.22
ORD-001174,CUST-0170,PROD-0055,2023-12-03,5,1924.98
ORD-001175,CUST-0400,PROD-0039,2023-12-28,15,3683.7
ORD-001176,CUST-0358,PROD-0054,2023-12-14,7,1504.27
ORD-001177,CUST-0082,PROD-0042,2023-01-21,13,10051.34
ORD-001178,CUST-0689,PROD-0004,2023-04-16,17,15130.17
ORD-001179,CUST-0571,PROD-0037,2023-08-16,5,3377.75
ORD-001180,CUST-0301,PROD-0017,2023-07-26,12,11934.84
ORD-001181,CUST-0336,PROD-0089,2023-06-01,1,678.59
ORD-001182,CUST-0889,PROD-0019,2023-05-02,15,1110.42
ORD-001183,CUST-0419,PROD-0030,2023-10-13,2,1196.14
ORD-001184,CUST-0342,PROD-0049,2023-04-07,9,8586.09
ORD-001185,CUST-0242,PROD-0075,2023-01-20,16,6902.24
ORD-001186,CUST-0741,PROD-0020,2023-05-28,11,5544.22
ORD-001187,CUST-0240,PROD-0082,2023-11-15,3,949.32
ORD-001188,CUST-0554,PROD-0093,2023-03-21,19,16000.85
ORD-001189,CUST-0622,PROD-0051,2023-12-15,15,8793.72
ORD-001190,CUST-0477,PROD-0042,2023-11-22,17,13144.06
ORD-001191,CUST-0735,PROD-0031,2023-11-18,14,13710.48
ORD-001192,CUST-0164,PROD-0092,2023-03-01,11,10804.2
ORD-001193,CUST-0998,PROD-0009,2023-04-06,17,10014.19
ORD-001194,CUST-0711,PROD-0024,2023-11-23,16,11624.32
ORD-001195,CUST-0387,PROD-0067,2023-04-16,3,807.24
ORD-001196,CUST-0712,PROD-0012,2023-11-11,9,8767.71
ORD-001197,CUST-0541,PROD-0049,2023-12-13,19,18126.19
ORD-001198,CUST-0381,PROD-0067,2023-07-04,10,2690.8
ORD-001199,CUST-0919,PROD-0025,2023-03-23,3,965.7
ORD-001200,CUST-0871,PROD-0077,2023-07-10,19,11766.32
ORD-001201,CUST-0213,PROD-0030,2023-03-05,7,4186.49
ORD-001202,CUST-0748,PROD-0014,2023-03-13,18,6554.3
ORD-001203,CUST-0888,PROD-0007,2023-05-07,7,5527.41
ORD-001204,CUST-0672,PROD-0009,2023-10-27,6,3534.42
ORD-001205,CUST-0808,PROD-0072,2023-12-22,17,12150.41
ORD-001206,CUST-0827,PROD-0091,2023-06-15,2,1179.02
ORD-001207,CUST-0720,PROD-0078,2023-08-29,19,4123.38
ORD-001208,CUST-0912,PROD-0039,2023-10-25,10,2455.8
ORD-001209,CUST-0510,PROD-0040,2023-08-03,9,4582.89
ORD-001210,CUST-0696,PROD-0031,2023-02-03,17,16648.44
ORD-001211,CUST-0916,PROD-0002,2023-07-09,3,2577.6
ORD-001212,CUST-0178,PROD-0052,2023-01-19,1,580.85
ORD-001213,CUST-0380,PROD-0062,2023-03-15,12,11177.04
ORD-001214,CUST-0017,PROD-0014,2023-08-10,16,5826.05
ORD-001215,CUST-0349,PROD-0077,2023-04-09,5,3096.4
ORD-001216,CUST-0113,PROD-0033,2023-01-27,5,4539.9
ORD-001217,CUST-0490,PROD-0089,2023-08-30,9,6107.31
ORD-001218,CUST-0585,PROD-0002,2023-12-19,8,6873.6
ORD-001219,CUST-0025,PROD-0015,2023-06-14,9,4463.1
ORD-001220,CUST-0343,PROD-0086,2023-11-01,12,1619.28
ORD-001221,CUST-0776,PROD-0041,2023-11-02,2,1161.12
ORD-001222,CUST-0967,PROD-0013,2023-11-08,9,5097.6
ORD-001223,CUST-0822,PROD-0098,2023-03-01,9,4917.06
ORD-001224,CUST-0209,PROD-0051,2023-02-01,3,1758.74
ORD-001225,CUST-0072,PROD-0096,2023-04-21,13,4423.54
ORD-001226,CUST-0411,PROD-0082,2023-09-07,7,2215.08
ORD-001227,CUST-0079,PROD-0100,2023-01-13,13,10807.03
ORD-001228,CUST-0808,PROD-0099,2023-11-08,18,6122.16
ORD-001229,CUST-0821,PROD-0050,2023-11-08,14,4817.96
ORD-001230,CUST-0120,PROD-0058,2023-04-23,16,7929.12
ORD-001231,CUST-0367,PROD-0029,2023-03-29,10,3928.44
ORD-001232,CUST-0830,PROD-0055,2023-04-10,8,3079.97
ORD-001233,CUST-0602,PROD-0022,2023-06-05,15,5687.1
ORD-001234,CUST-0284,PROD-0063,2023-09-25,19,2933.45
ORD-001235,CUST-0445,PROD-0082,2023-12-31,5,1582.2
ORD-001236,CUST-0847,PROD-0080,2023-07-22,16,10165.44
ORD-001237,CUST-0195,PROD-0052,2023-11-01,11,6389.35
ORD-001238,CUST-0962,PROD-0039,2023-07-31,13,3192.54
ORD-001239,CUST-0921,PROD-0009,2023-09-02,8,4712.56
ORD-001240,CUST-0717,PROD-0064,2023-11-30,8,3873.98
ORD-001241,CUST-0763,PROD-0011,2023-07-04,17,16002.61
ORD-001242,CUST-0869,PROD-0076,2023-08-24,17,7312.58
ORD-001243,CUST-0083,PROD-0015,2023-12-23,5,2479.5
ORD-001244,CUST-0548,PROD-0057,2023-09-22,12,3890.3
ORD-001245,CUST-0356,PROD-0008,2023-02-14,13,8782.93
ORD-001246,CUST-0859,PROD-0007,2023-05-25,17,13423.71
ORD-001247,CUST-0398,PROD-0015,2023-04-18,4,1983.6
ORD-001248,CUST-0887,PROD-0034,2023-01-14,14,6239.94
ORD-001249,CUST-0133,PROD-0020,2023-07-29,19,9576.38
ORD-001250,CUST-0632,PROD-0066,2023-01-21,3,1770.77
ORD-001251,CUST-0812,PROD-0085,2023-02-17,2,1777.76
ORD-001252,CUST-0846,PROD-0033,2023-11-09,7,6355.86
ORD-001253,CUST-0228,PROD-0041,2023-01-10,10,5805.6
ORD-001254,CUST-0351,PROD-0079,2023-04-06,1,68.56
ORD-001255,CUST-0152,PROD-0022,2023-05-24,7,2653.98
ORD-001256,CUST-0364,PROD-0005,2023-12-05,13,11100.83
ORD-001257,CUST-0029,PROD-0019,2023-02-10,12,888.34
ORD-001258,CUST-0367,PROD-0023,2023-09-16,4,2997.16
ORD-001259,CUST-0189,PROD-0008,2023-02-03,9,6080.49
ORD-001260,CUST-0971,PROD-0027,2023-09-09,5,2726.1
ORD-001261,CUST-0271,PROD-0072,2023-10-12,17,12150.41
ORD-001262,CUST-0739,PROD-0084,2023-06-20,7,2865.16
ORD-001263,CUST-0657,PROD-0033,2023-11-19,7,6355.86
ORD-001264,CUST-0808,PROD-0011,2023-04-22,1,941.33
ORD-001265,CUST-0317,PROD-0040,2023-03-26,17,8656.57
ORD-001266,CUST-0727,PROD-0057,2023-05-14,11,3566.11
ORD-001267,CUST-0314,PROD-0047,2023-11-28,16,14173.12
ORD-001268,CUST-0337,PROD-0034,2023-03-22,13,5794.23
ORD-001269,CUST-0517,PROD-0079,2023-11-23,5,342.78
ORD-001270,CUST-0128,PROD-0045,2023-10-01,8,3844.4
ORD-001271,CUST-0741,PROD-0044,2023-03-07,19,18898.54
ORD-001272,CUST-0646,PROD-0059,2023-08-16,11,4237.53
ORD-001273,CUST-0971,PROD-0036,2023-03-20,17,11087.4
ORD-001274,CUST-0650,PROD-0011,2023-05-05,14,13178.62
ORD-001275,CUST-0539,PROD-0092,2023-05-27,7,6875.4
ORD-001276,CUST-0647,PROD-0004,2023-06-08,19,16910.19
ORD-001277,CUST-0414,PROD-0040,2023-12-29,17,8656.57
ORD-001278,CUST-0972,PROD-0073,2023-09-27,14,7864.64
ORD-001279,CUST-0163,PROD-0045,2023-12-13,5,2402.75
ORD-001280,CUST-0912,PROD-0099,2023-12-08,2,680.24
ORD-001281,CUST-0013,PROD-0001,2023-05-03,12,10196.76
ORD-001282,CUST-0672,PROD-0029,2023-01-30,13,5106.97
ORD-001283,CUST-0064,PROD-0033,2023-04-11,12,10895.76
ORD-001284,CUST-0030,PROD-0017,2023-07-17,11,10940.27
ORD-001285,CUST-0527,PROD-0067,2023-09-21,17,4574.36
ORD-001286,CUST-0194,PROD-0077,2023-12-08,15,9289.2
ORD-001287,CUST-0761,PROD-0008,2023-04-24,3,2026.83
ORD-001288,CUST-0292,PROD-0052,2023-08-13,8,4646.8
ORD-001289,CUST-0725,PROD-0026,2023-04-10,17,9378.73
ORD-001290,CUST-0256,PROD-0049,2023-06-15,16,15264.16
ORD-001291,CUST-0582,PROD-0078,2023-03-22,4,868.08
ORD-001292,CUST-0614,PROD-0010,2023-02-23,4,1539.36
ORD-001293,CUST-0453,PROD-0092,2023-05-11,5,4911.0
ORD-001294,CUST-0618,PROD-0044,2023-02-16,2,1989.32
ORD-001295,CUST-0859,PROD-0003,2023-12-26,17,7079.14
ORD-001296,CUST-0907,PROD-0098,2023-02-14,17,9287.78
ORD-001297,CUST-0324,PROD-0082,2023-02-22,17,5379.48
ORD-001298,CUST-0911,PROD-0034,2023-09-19,2,891.42
ORD-001299,CUST-0261,PROD-0001,2023-04-25,12,10196.76
ORD-001300,CUST-0633,PROD-0084,2023-04-30,11,4502.39
ORD-001301,CUST-0652,PROD-0021,2023-03-16,3,585.75
ORD-001302,CUST-0187,PROD-0006,2023-09-05,6,5621.52
ORD-001303,CUST-0368,PROD-0062,2023-09-19,19,17696.98
ORD-001304,CUST-0852,PROD-0031,2023-08-11,13,12731.16
ORD-001305,CUST-0194,PROD-0067,2023-11-19,4,1076.32
ORD-001306,CUST-0390,PROD-0027,2023-08-05,16,8723.52
ORD-001307,CUST-0107,PROD-0008,2023-08-23,11,7431.71
ORD-001308,CUST-0606,PROD-0025,2023-05-21,10,3219.0
ORD-001309,CUST-0744,PROD-0089,2023-02-10,17,11536.03
