shipment_id,order_id,warehouse_id,shipping_cost,delivery_time_days,order_status
SHIP-001048,ORD-001048,WH-01,12.3,3.0,Delivered
SHIP-001049,ORD-001049,WH-02,47.31,2.0,Delivered
SHIP-001050,ORD-001050,WH-01,20.78,9.0,Delivered
SHIP-001051,ORD-001051,WH-03,7.44,7.0,Delivered
SHIP-001052,ORD-001052,WH-04,36.94,4.0,Delivered
SHIP-001053,ORD-001053,WH-03,10.36,4.0,Delivered
SHIP-001054,ORD-001054,WH-01,14.75,10.0,Delivered
SHIP-001055,ORD-001055,WH-01,17.52,7.0,Shipped
SHIP-001056,ORD-001056,WH-01,33.43,5.0,Delivered
SHIP-001057,ORD-001057,WH-03,53.07,6.0,Delivered
SHIP-001058,ORD-001058,WH-04,32.42,9.0,Shipped
SHIP-001059,ORD-001059,WH-02,35.46,8.0,Delivered
SHIP-001060,ORD-001060,WH-02,25.32,,Shipped
SHIP-001061,ORD-001061,WH-03,22.66,11.0,Delivered
SHIP-001062,ORD-001062,WH-02,48.05,5.0,Delivered
SHIP-001063,ORD-001063,WH-02,26.67,4.0,Delivered
SHIP-001064,ORD-001064,WH-05,44.33,7.0,Cancelled
SHIP-001065,ORD-001065,WH-05,24.07,2.0,Cancelled
SHIP-001066,ORD-001066,WH-05,12.91,9.0,Delivered
SHIP-001067,ORD-001067,WH-02,14.61,9.0,Delivered
SHIP-001068,ORD-001068,WH-02,29.1,7.0,Delivered
SHIP-001069,ORD-001069,WH-02,53.09,29.0,Shipped
SHIP-001070,ORD-001070,WH-04,33.13,2.0,Delivered
SHIP-001071,ORD-001071,WH-05,150.9,7.0,Delivered
SHIP-001072,ORD-001072,WH-02,42.15,3.0,Delivered
SHIP-001073,ORD-001073,WH-04,14.92,3.0,Delivered
SHIP-001074,ORD-001074,WH-03,20.41,3.0,Delivered
SHIP-001075,ORD-001075,WH-01,26.42,9.0,Delivered
SHIP-001076,ORD-001076,WH-04,27.65,11.0,Shipped
SHIP-001077,ORD-001077,WH-03,19.44,8.0,Delivered
SHIP-001078,ORD-001078,WH-05,31.73,8.0,Delivered
SHIP-001079,ORD-001079,WH-05,45.58,4.0,Delivered
SHIP-001080,ORD-001080,WH-02,27.6,11.0,Cancelled
SHIP-001081,ORD-001081,WH-03,30.6,3.0,Delivered
SHIP-001082,ORD-001082,WH-05,40.93,9.0,Delivered
SHIP-001083,ORD-001083,WH-04,38.56,7.0,Cancelled
SHIP-001084,ORD-001084,WH-04,37.36,3.0,Shipped
SHIP-001085,ORD-001085,WH-01,21.45,10.0,Delivered
SHIP-001086,ORD-001086,WH-02,40.24,7.0,Delivered
SHIP-001087,ORD-001087,WH-01,51.12,5.0,Cancelled
SHIP-001088,ORD-001088,WH-03,16.83,6.0,Delivered
SHIP-001089,ORD-001089,WH-01,33.56,8.0,Delivered
SHIP-001090,ORD-001090,WH-01,32.03,7.0,Delivered
SHIP-001091,ORD-001091,WH-02,29.83,8.0,Delivered
SHIP-001092,ORD-001092,WH-05,38.85,5.0,Delivered
SHIP-001093,ORD-001093,WH-03,25.93,9.0,Cancelled
SHIP-001094,ORD-001094,WH-04,13.13,25.0,Delivered
SHIP-001095,ORD-001095,WH-01,16.87,12.0,Shipped
SHIP-001096,ORD-001096,WH-01,50.58,7.0,Shipped
SHIP-001097,ORD-001097,WH-04,21.46,10.0,Cancelled
SHIP-001098,ORD-001098,WH-04,39.17,8.0,Delivered
SHIP-001099,ORD-001099,WH-02,25.51,12.0,Delivered
SHIP-001100,ORD-001100,WH-05,18.04,7.0,Shipped
SHIP-001101,ORD-001101,WH-01,41.47,5.0,Shipped
SHIP-001102,ORD-001102,WH-01,21.94,3.0,Delivered
SHIP-001103,ORD-001103,WH-02,26.09,28.0,Delivered
SHIP-001104,ORD-001104,WH-02,50.67,8.0,Shipped
SHIP-001105,ORD-001105,WH-04,41.85,6.0,Delivered
SHIP-001106,ORD-001106,WH-05,28.99,11.0,Shipped
SHIP-001107,ORD-001107,WH-05,50.4,5.0,Delivered
SHIP-001108,ORD-001108,WH-01,49.38,7.0,Delivered
SHIP-001109,ORD-001109,WH-05,41.2,3.0,Delivered
SHIP-001110,ORD-001110,WH-01,15.01,3.0,Cancelled
SHIP-001111,ORD-001111,WH-01,50.4,3.0,Delivered
SHIP-001112,ORD-001112,WH-02,45.15,5.0,Delivered
SHIP-001113,ORD-001113,WH-03,51.33,8.0,Delivered
SHIP-001114,ORD-001114,WH-04,19.39,5.0,Cancelled
SHIP-001115,ORD-001115,WH-05,34.25,2.0,Delivered
SHIP-001116,ORD-001116,WH-02,17.87,6.0,Shipped
SHIP-001117,ORD-001117,WH-04,47.81,9.0,Delivered
SHIP-001118,ORD-001118,WH-01,28.83,25.0,Delivered
SHIP-001119,ORD-001119,WH-03,25.5,9.0,Delivered
SHIP-001120,ORD-001120,WH-03,36.14,8.0,Cancelled
SHIP-001121,ORD-001121,WH-05,8.7,8.0,Shipped
SHIP-001122,ORD-001122,WH-03,12.69,3.0,Delivered
SHIP-001123,ORD-001123,WH-01,23.87,4.0,Delivered
SHIP-001124,ORD-001124,WH-05,49.12,4.0,Delivered
SHIP-001125,ORD-001125,WH-02,54.95,7.0,Delivered
SHIP-001126,ORD-001126,WH-05,51.05,8.0,Cancelled
SHIP-001127,ORD-001127,WH-02,48.65,4.0,Cancelled
SHIP-001128,ORD-001128,WH-04,33.12,24.0,Delivered
SHIP-001129,ORD-001129,WH-01,25.31,3.0,Delivered
SHIP-001130,ORD-001130,WH-03,29.69,3.0,Shipped
SHIP-001131,ORD-001131,WH-04,48.37,7.0,Shipped
SHIP-001132,ORD-001132,WH-03,15.15,6.0,Delivered
SHIP-001133,ORD-001133,WH-01,52.09,7.0,Delivered
SHIP-001134,ORD-001134,WH-04,13.85,7.0,Delivered
SHIP-001135,ORD-001135,WH-05,43.31,7.0,Delivered
SHIP-001136,ORD-001136,WH-04,23.6,7.0,Cancelled
SHIP-001137,ORD-001137,WH-01,42.42,10.0,Delivered
SHIP-001138,ORD-001138,WH-02,16.7,3.0,Delivered
SHIP-001139,ORD-001139,WH-03,37.34,4.0,Delivered
SHIP-001140,ORD-001140,WH-05,24.8,7.0,Delivered
SHIP-001141,ORD-001141,WH-05,15.08,10.0,Cancelled
SHIP-001142,ORD-001142,WH-02,22.09,6.0,Delivered
SHIP-001143,ORD-001143,WH-03,33.98,10.0,Cancelled
SHIP-001144,ORD-001144,WH-04,40.25,7.0,Delivered
SHIP-001145,ORD-001145,WH-05,30.18,10.0,Shipped
SHIP-001146,ORD-001146,WH-05,14.71,9.0,Delivered
SHIP-001147,ORD-001147,WH-03,49.82,2.0,Delivered
SHIP-001148,ORD-001148,WH-04,22.62,10.0,Delivered
SHIP-001149,ORD-001149,WH-02,37.99,8.0,Delivered
SHIP-001150,ORD-001150,WH-01,37.31,7.0,Delivered
SHIP-001151,ORD-001151,WH-01,25.74,4.0,Delivered
SHIP-001152,ORD-001152,WH-01,42.07,7.0,Delivered
SHIP-001153,ORD-001153,WH-01,34.01,6.0,Delivered
SHIP-001154,ORD-001154,WH-03,12.3,25.0,Delivered
SHIP-001155,ORD-001155,WH-03,44.9,5.0,Delivered
SHIP-001156,ORD-001156,WH-05,43.47,5.0,Delivered
SHIP-001157,ORD-001157,WH-02,47.78,8.0,Shipped
SHIP-001158,ORD-001158,WH-03,26.22,5.0,Delivered
SHIP-001159,ORD-001159,WH-05,52.53,26.0,Delivered
SHIP-001160,ORD-001160,WH-01,32.87,8.0,Delivered
SHIP-001161,ORD-001161,WH-05,18.76,8.0,Cancelled
SHIP-001162,ORD-001162,WH-04,50.68,3.0,Delivered
SHIP-001163,ORD-001163,WH-01,33.14,23.0,Delivered
SHIP-001164,ORD-001164,WH-05,21.51,6.0,Delivered
SHIP-001165,ORD-001165,WH-03,48.9,,Shipped
SHIP-001166,ORD-001166,WH-05,27.49,5.0,Delivered
SHIP-001167,ORD-001167,WH-02,14.2,4.0,Shipped
SHIP-001168,ORD-001168,WH-04,32.18,8.0,Delivered
SHIP-001169,ORD-001169,WH-03,216.14999999999998,8.0,Delivered
SHIP-001170,ORD-001170,WH-01,55.16,6.0,Delivered
SHIP-001171,ORD-001171,WH-02,36.22,5.0,Shipped
SHIP-001172,ORD-001172,WH-02,40.98,7.0,Shipped
SHIP-001173,ORD-001173,WH-04,66.15,4.0,Delivered
SHIP-001174,ORD-001174,WH-04,43.95,7.0,Delivered
SHIP-001175,ORD-001175,WH-02,32.32,6.0,Delivered
SHIP-001176,ORD-001176,WH-02,187.39999999999998,4.0,Shipped
SHIP-001177,ORD-001177,WH-01,47.98,9.0,Delivered
SHIP-001178,ORD-001178,WH-02,47.42,5.0,Delivered
SHIP-001179,ORD-001179,WH-01,49.92,25.0,Shipped
SHIP-001180,ORD-001180,WH-03,43.34,2.0,Delivered
SHIP-001181,ORD-001181,WH-01,18.78,4.0,Delivered
SHIP-001182,ORD-001182,WH-05,28.08,8.0,Shipped
SHIP-001183,ORD-001183,WH-03,48.12,5.0,Delivered
SHIP-001184,ORD-001184,WH-01,12.71,4.0,Delivered
SHIP-001185,ORD-001185,WH-05,40.79,9.0,Shipped
SHIP-001186,ORD-001186,WH-02,40.08,7.0,Delivered
SHIP-001187,ORD-001187,WH-03,42.16,2.0,Delivered
SHIP-001188,ORD-001188,WH-01,19.06,6.0,Delivered
SHIP-001189,ORD-001189,WH-02,17.86,11.0,Cancelled
SHIP-001190,ORD-001190,WH-01,13.9,8.0,Delivered
SHIP-001191,ORD-001191,WH-05,30.76,6.0,Delivered
SHIP-001192,ORD-001192,WH-03,54.12,7.0,Delivered
SHIP-001193,ORD-001193,WH-03,45.27,7.0,Cancelled
SHIP-001194,ORD-001194,WH-04,25.78,11.0,Cancelled
SHIP-001195,ORD-001195,WH-01,35.34,7.0,Cancelled
SHIP-001196,ORD-001196,WH-05,53.85,5.0,Cancelled
SHIP-001197,ORD-001197,WH-04,37.8,6.0,Delivered
SHIP-001198,ORD-001198,WH-01,40.81,2.0,Shipped
SHIP-001199,ORD-001199,WH-03,14.21,9.0,Delivered
SHIP-001200,ORD-001200,WH-02,38.5,7.0,Delivered
SHIP-001201,ORD-001201,WH-04,49.5,4.0,Delivered
SHIP-001202,ORD-001202,WH-04,29.61,12.0,Delivered
SHIP-001203,ORD-001203,WH-05,52.9,4.0,Delivered
SHIP-001204,ORD-001204,WH-04,36.6,10.0,Delivered
SHIP-001205,ORD-001205,WH-03,14.42,30.0,Delivered
SHIP-001206,ORD-001206,WH-01,34.66,9.0,Delivered
SHIP-001207,ORD-001207,WH-03,38.31,9.0,Shipped
SHIP-001208,ORD-001208,WH-01,49.29,4.0,Delivered
SHIP-001209,ORD-001209,WH-05,31.89,7.0,Cancelled
SHIP-001210,ORD-001210,WH-05,35.52,5.0,Delivered
SHIP-001211,ORD-001211,WH-03,30.89,2.0,Delivered
SHIP-001212,ORD-001212,WH-03,19.77,5.0,Delivered
SHIP-001213,ORD-001213,WH-05,72.35000000000001,9.0,Delivered
SHIP-001214,ORD-001214,WH-04,17.61,10.0,Delivered
SHIP-001215,ORD-001215,WH-01,35.81,10.0,Delivered
SHIP-001216,ORD-001216,WH-04,32.9,12.0,Shipped
SHIP-001217,ORD-001217,WH-03,231.14999999999998,5.0,Shipped
SHIP-001218,ORD-001218,WH-01,9.13,3.0,Delivered
SHIP-001219,ORD-001219,WH-01,30.69,5.0,Cancelled
SHIP-001220,ORD-001220,WH-01,44.05,4.0,Delivered
SHIP-001221,ORD-001221,WH-04,28.54,3.0,Delivered
SHIP-001222,ORD-001222,WH-05,48.34,4.0,Delivered
SHIP-001223,ORD-001223,WH-01,18.68,7.0,Delivered
SHIP-001224,ORD-001224,WH-04,13.55,8.0,Delivered
SHIP-001225,ORD-001225,WH-03,25.87,11.0,Delivered
SHIP-001226,ORD-001226,WH-03,27.97,6.0,Shipped
SHIP-001227,ORD-001227,WH-05,53.62,4.0,Delivered
SHIP-001228,ORD-001228,WH-01,43.41,5.0,Delivered
SHIP-001229,ORD-001229,WH-03,53.13,4.0,Delivered
SHIP-001230,ORD-001230,WH-03,49.55,3.0,Shipped
SHIP-001231,ORD-001231,WH-05,21.89,5.0,Delivered
SHIP-001232,ORD-001232,WH-03,38.56,9.0,Shipped
SHIP-001233,ORD-001233,WH-01,40.05,4.0,Delivered
SHIP-001234,ORD-001234,WH-02,22.61,27.0,Delivered
SHIP-001235,ORD-001235,WH-04,27.3,7.0,Delivered
SHIP-001236,ORD-001236,WH-05,35.0,7.0,Delivered
SHIP-001237,ORD-001237,WH-01,44.88,2.0,Delivered
SHIP-001238,ORD-001238,WH-04,23.87,2.0,Delivered
SHIP-001239,ORD-001239,WH-04,26.28,6.0,Delivered
SHIP-001240,ORD-001240,WH-05,19.86,7.0,Delivered
SHIP-001241,ORD-001241,WH-01,33.27,3.0,Delivered
SHIP-001242,ORD-001242,WH-02,16.69,6.0,Delivered
SHIP-001243,ORD-001243,WH-01,46.97,2.0,Cancelled
SHIP-001244,ORD-001244,WH-04,28.46,6.0,Delivered
SHIP-001245,ORD-001245,WH-04,55.85,7.0,Delivered
SHIP-001246,ORD-001246,WH-02,153.9,3.0,Delivered
SHIP-001247,ORD-001247,WH-04,11.92,6.0,Delivered
SHIP-001248,ORD-001248,WH-05,53.52,9.0,Delivered
SHIP-001249,ORD-001249,WH-03,52.85,5.0,Delivered
SHIP-001250,ORD-001250,WH-03,33.24,6.0,Shipped
SHIP-001251,ORD-001251,WH-04,25.24,6.0,Cancelled
SHIP-001252,ORD-001252,WH-01,28.27,8.0,Shipped
SHIP-001253,ORD-001253,WH-01,26.05,3.0,Shipped
SHIP-001254,ORD-001254,WH-04,38.33,2.0,Delivered
SHIP-001255,ORD-001255,WH-05,41.97,5.0,Delivered
SHIP-001256,ORD-001256,WH-02,23.84,9.0,Delivered
SHIP-001257,ORD-001257,WH-03,39.59,7.0,Shipped
SHIP-001258,ORD-001258,WH-03,27.04,4.0,Shipped
SHIP-001259,ORD-001259,WH-02,35.26,11.0,Delivered
SHIP-001260,ORD-001260,WH-02,16.24,,Delivered
SHIP-001261,ORD-001261,WH-05,41.74,11.0,Shipped
SHIP-001262,ORD-001262,WH-04,30.55,5.0,Delivered
SHIP-001263,ORD-001263,WH-03,29.44,11.0,Delivered
SHIP-001264,ORD-001264,WH-05,36.96,7.0,Delivered
SHIP-001265,ORD-001265,WH-02,54.88,6.0,Cancelled
SHIP-001266,ORD-001266,WH-03,20.51,6.0,Delivered
SHIP-001267,ORD-001267,WH-03,46.1,25.0,Delivered
SHIP-001268,ORD-001268,WH-03,24.52,4.0,Shipped
SHIP-001269,ORD-001269,WH-02,19.29,4.0,Delivered
SHIP-001270,ORD-001270,WH-02,26.11,,Shipped
SHIP-001271,ORD-001271,WH-02,54.2,8.0,Delivered
SHIP-001272,ORD-001272,WH-02,45.5,24.0,Delivered
SHIP-001273,ORD-001273,WH-03,34.95,9.0,Delivered
SHIP-001274,ORD-001274,WH-02,28.39,2.0,Delivered
SHIP-001275,ORD-001275,WH-02,24.39,6.0,Cancelled
SHIP-001276,ORD-001276,WH-04,25.99,4.0,Delivered
SHIP-001277,ORD-001277,WH-03,32.14,,Shipped
SHIP-001278,ORD-001278,WH-01,50.01,6.0,Delivered
SHIP-001279,ORD-001279,WH-02,21.31,10.0,Delivered
SHIP-001280,ORD-001280,WH-02,45.19,6.0,Shipped
SHIP-001281,ORD-001281,WH-03,39.48,8.0,Delivered
SHIP-001282,ORD-001282,WH-05,51.94,6.0,Cancelled
SHIP-001283,ORD-001283,WH-01,12.61,8.0,Delivered
SHIP-001284,ORD-001284,WH-03,14.57,5.0,Shipped
SHIP-001285,ORD-001285,WH-01,31.37,7.0,Delivered
SHIP-001286,ORD-001286,WH-01,27.78,11.0,Delivered
SHIP-001287,ORD-001287,WH-03,14.23,11.0,Cancelled
SHIP-001288,ORD-001288,WH-05,27.03,7.0,Delivered
SHIP-001289,ORD-001289,WH-02,43.53,5.0,Delivered
SHIP-001290,ORD-001290,WH-03,39.28,4.0,Delivered
SHIP-001291,ORD-001291,WH-02,31.94,6.0,Cancelled
SHIP-001292,ORD-001292,WH-05,32.63,5.0,Shipped
SHIP-001293,ORD-001293,WH-01,23.2,7.0,Delivered
SHIP-001294,ORD-001294,WH-03,16.78,9.0,Delivered
SHIP-001295,ORD-001295,WH-05,51.78,7.0,Delivered
SHIP-001296,ORD-001296,WH-01,26.8,2.0,Delivered
SHIP-001297,ORD-001297,WH-04,34.46,3.0,Shipped
SHIP-001298,ORD-001298,WH-03,17.5,8.0,Shipped
SHIP-001299,ORD-001299,WH-05,46.9,8.0,Delivered
SHIP-001300,ORD-001300,WH-03,47.61,3.0,Delivered
SHIP-001301,ORD-001301,WH-04,11.52,8.0,Delivered
SHIP-001302,ORD-001302,WH-05,32.59,4.0,Delivered
SHIP-001303,ORD-001303,WH-02,53.79,5.0,Delivered
SHIP-001304,ORD-001304,WH-01,35.26,4.0,Shipped
SHIP-001305,ORD-001305,WH-04,11.56,3.0,Delivered
SHIP-001306,ORD-001306,WH-02,38.81,3.0,Delivered
SHIP-001307,ORD-001307,WH-05,10.92,9.0,Delivered
SHIP-001308,ORD-001308,WH-05,28.06,,Delivered
SHIP-001309,ORD-001309,WH-04,34.82,4.0,Cancelled
SHIP-001310,ORD-001310,WH-04,30.36,4.0,Delivered
SHIP-001311,ORD-001311,WH-02,57.22,7.0,Cancelled
SHIP-001312,ORD-001312,WH-02,8.35,6.0,Delivered
SHIP-001313,ORD-001313,WH-01,29.96,2.0,Shipped
SHIP-001314,ORD-001314,WH-02,45.76,4.0,Shipped
SHIP-001315,ORD-001315,WH-05,23.56,24.0,Delivered
SHIP-001316,ORD-001316,WH-03,16.25,11.0,Delivered
SHIP-001317,ORD-001317,WH-01,17.86,5.0,Delivered
SHIP-001318,ORD-001318,WH-02,202.7,7.0,Delivered
SHIP-001319,ORD-001319,WH-05,20.27,11.0,Delivered
SHIP-001320,ORD-001320,WH-05,32.36,5.0,Delivered
SHIP-001321,ORD-001321,WH-01,53.49,28.0,Delivered
SHIP-001322,ORD-001322,WH-05,11.4,5.0,Delivered
SHIP-001323,ORD-001323,WH-05,37.84,6.0,Delivered
SHIP-001324,ORD-001324,WH-01,14.31,2.0,Shipped
SHIP-001325,ORD-001325,WH-05,20.48,11.0,Delivered
SHIP-001326,ORD-001326,WH-03,27.65,4.0,Delivered
SHIP-001327,ORD-001327,WH-02,45.08,3.0,Delivered
SHIP-001328,ORD-001328,WH-04,11.5,6.0,Cancelled
SHIP-001329,ORD-001329,WH-05,23.21,3.0,Delivered
SHIP-001330,ORD-001330,WH-03,19.75,2.0,Delivered
SHIP-001331,ORD-001331,WH-03,22.38,9.0,Cancelled
SHIP-001332,ORD-001332,WH-04,32.19,5.0,Cancelled
SHIP-001333,ORD-001333,WH-04,30.27,9.0,Delivered
SHIP-001334,ORD-001334,WH-05,11.66,4.0,Shipped
SHIP-001335,ORD-001335,WH-02,15.2,6.0,Delivered
SHIP-001336,ORD-001336,WH-04,82.2,3.0,Delivered
SHIP-001337,ORD-001337,WH-05,47.91,11.0,Delivered
SHIP-001338,ORD-001338,WH-02,36.19,10.0,Shipped
SHIP-001339,ORD-001339,WH-03,21.8,7.0,Cancelled
SHIP-001340,ORD-001340,WH-02,42.64,9.0,Shipped
SHIP-001341,ORD-001341,WH-05,15.97,4.0,Delivered
SHIP-001342,ORD-001342,WH-03,13.49,32.0,Delivered
SHIP-001343,ORD-001343,WH-01,15.87,6.0,Delivered
SHIP-001344,ORD-001344,WH-03,22.09,9.0,Delivered
SHIP-001345,ORD-001345,WH-01,37.77,11.0,Delivered
SHIP-001346,ORD-001346,WH-03,32.95,12.0,Delivered
SHIP-001347,ORD-001347,WH-05,53.85,5.0,Delivered
SHIP-001348,ORD-001348,WH-03,22.27,6.0,Delivered
SHIP-001349,ORD-001349,WH-03,50.75,9.0,Delivered
SHIP-001350,ORD-001350,WH-05,39.68,4.0,Delivered
SHIP-001351,ORD-001351,WH-05,12.42,2.0,Delivered
SHIP-001352,ORD-001352,WH-05,48.47,4.0,Delivered
SHIP-001353,ORD-001353,WH-01,100.35,9.0,Delivered
SHIP-001354,ORD-001354,WH-01,14.17,,Cancelled
SHIP-001355,ORD-001355,WH-01,24.44,7.0,Delivered
SHIP-001356,ORD-001356,WH-02,51.84,25.0,Delivered
SHIP-001357,ORD-001357,WH-02,53.71,6.0,Delivered
SHIP-001358,ORD-001358,WH-02,49.82,4.0,Delivered
SHIP-001359,ORD-001359,WH-05,39.05,10.0,Cancelled
SHIP-001360,ORD-001360,WH-01,36.76,4.0,Delivered
SHIP-001361,ORD-001361,WH-05,48.56,,Delivered
SHIP-001362,ORD-001362,WH-03,11.56,9.0,Delivered
SHIP-001363,ORD-001363,WH-02,51.01,8.0,Shipped
SHIP-001364,ORD-001364,WH-04,18.02,7.0,Delivered
SHIP-001365,ORD-001365,WH-03,27.48,3.0,Delivered
SHIP-001366,ORD-001366,WH-04,50.69,4.0,Delivered
SHIP-001367,ORD-001367,WH-05,51.81,9.0,Cancelled
SHIP-001368,ORD-001368,WH-05,33.25,6.0,Cancelled
SHIP-001369,ORD-001369,WH-03,35.12,6.0,Delivered
SHIP-001370,ORD-001370,WH-03,34.55,11.0,Delivered
SHIP-001371,ORD-001371,WH-05,58.55,7.0,Delivered
SHIP-001372,ORD-001372,WH-01,54.47,8.0,Cancelled
SHIP-001373,ORD-001373,WH-04,21.47,2.0,Delivered
SHIP-001374,ORD-001374,WH-02,27.34,6.0,Shipped
SHIP-001375,ORD-001375,WH-03,25.76,9.0,Delivered
SHIP-001376,ORD-001376,WH-05,14.2,7.0,Delivered
SHIP-001377,ORD-001377,WH-05,40.46,6.0,Delivered
SHIP-001378,ORD-001378,WH-04,22.41,3.0,Delivered
SHIP-001379,ORD-001379,WH-02,224.1,11.0,Cancelled
SHIP-001380,ORD-001380,WH-02,51.21,5.0,Delivered
SHIP-001381,ORD-001381,WH-05,46.01,10.0,Delivered
SHIP-001382,ORD-001382,WH-02,39.49,12.0,Shipped
SHIP-001383,ORD-001383,WH-03,32.32,7.0,Delivered
SHIP-001384,ORD-001384,WH-02,12.52,2.0,Cancelled
SHIP-001385,ORD-001385,WH-05,25.94,7.0,Shipped
SHIP-001386,ORD-001386,WH-02,47.0,6.0,Cancelled
SHIP-001387,ORD-001387,WH-05,17.42,4.0,Delivered
SHIP-001388,ORD-001388,WH-04,13.56,2.0,Delivered
SHIP-001389,ORD-001389,WH-04,49.35,10.0,Cancelled
SHIP-001390,ORD-001390,WH-05,44.29,7.0,Delivered
SHIP-001391,ORD-001391,WH-01,12.03,9.0,Shipped
SHIP-001392,ORD-001392,WH-04,47.61,9.0,Delivered
SHIP-001393,ORD-001393,WH-04,15.68,5.0,Cancelled
SHIP-001394,ORD-001394,WH-04,54.55,9.0,Cancelled
SHIP-001395,ORD-001395,WH-02,12.26,5.0,Delivered
SHIP-001396,ORD-001396,WH-04,53.3,12.0,Cancelled
SHIP-001397,ORD-001397,WH-03,33.66,8.0,Delivered
SHIP-001398,ORD-001398,WH-03,46.17,9.0,Cancelled
SHIP-001399,ORD-001399,WH-05,41.41,4.0,Shipped
SHIP-001400,ORD-001400,WH-01,28.19,10.0,Delivered
SHIP-001401,ORD-001401,WH-05,25.88,8.0,Delivered
SHIP-001402,ORD-001402,WH-04,17.24,4.0,Delivered
SHIP-001403,ORD-001403,WH-01,47.62,6.0,Delivered
SHIP-001404,ORD-001404,WH-01,38.76,4.0,Delivered
SHIP-001405,ORD-001405,WH-02,14.76,5.0,Delivered
SHIP-001406,ORD-001406,WH-02,10.54,7.0,Shipped
SHIP-001407,ORD-001407,WH-03,7.01,27.0,Delivered
SHIP-001408,ORD-001408,WH-02,46.41,10.0,Delivered
SHIP-001409,ORD-001409,WH-05,43.38,6.0,Cancelled
SHIP-001410,ORD-001410,WH-05,54.07,6.0,Shipped
SHIP-001411,ORD-001411,WH-03,51.27,6.0,Shipped
SHIP-001412,ORD-001412,WH-02,45.85,7.0,Shipped
SHIP-001413,ORD-001413,WH-02,32.88,5.0,Delivered
SHIP-001414,ORD-001414,WH-01,173.25,6.0,Shipped
SHIP-001415,ORD-001415,WH-05,32.42,32.0,Delivered
SHIP-001416,ORD-001416,WH-02,40.57,8.0,Cancelled
SHIP-001417,ORD-001417,WH-04,43.55,6.0,Shipped
SHIP-001418,ORD-001418,WH-03,11.61,7.0,Shipped
SHIP-001419,ORD-001419,WH-05,45.54,7.0,Delivered
SHIP-001420,ORD-001420,WH-03,21.68,9.0,Delivered
SHIP-001421,ORD-001421,WH-03,23.5,2.0,Delivered
SHIP-001422,ORD-001422,WH-05,38.63,10.0,Delivered
SHIP-001423,ORD-001423,WH-02,29.11,5.0,Delivered
SHIP-001424,ORD-001424,WH-03,50.09,5.0,Cancelled
SHIP-001425,ORD-001425,WH-03,13.8,9.0,Cancelled
SHIP-001426,ORD-001426,WH-02,46.7,7.0,Delivered
SHIP-001427,ORD-001427,WH-02,25.56,6.0,Shipped
SHIP-001428,ORD-001428,WH-04,45.22,9.0,Delivered
SHIP-001429,ORD-001429,WH-05,21.06,10.0,Shipped
SHIP-001430,ORD-001430,WH-04,21.76,2.0,Delivered
SHIP-001431,ORD-001431,WH-03,27.11,8.0,Delivered
SHIP-001432,ORD-001432,WH-03,46.21,8.0,Delivered
SHIP-001433,ORD-001433,WH-04,51.46,29.0,Shipped
SHIP-001434,ORD-001434,WH-01,49.42,3.0,Shipped
SHIP-001435,ORD-001435,WH-02,15.72,27.0,Delivered
SHIP-001436,ORD-001436,WH-03,14.33,3.0,Delivered
SHIP-001437,ORD-001437,WH-05,44.47,24.0,Cancelled
SHIP-001438,ORD-001438,WH-05,20.9,12.0,Delivered
SHIP-001439,ORD-001439,WH-05,50.07,5.0,Delivered
SHIP-001440,ORD-001440,WH-04,41.53,9.0,Delivered
SHIP-001441,ORD-001441,WH-03,50.29,5.0,Cancelled
SHIP-001442,ORD-001442,WH-02,39.51,9.0,Cancelled
SHIP-001443,ORD-001443,WH-01,12.02,6.0,Delivered
SHIP-001444,ORD-001444,WH-03,54.89,7.0,Cancelled
SHIP-001445,ORD-001445,WH-03,21.67,8.0,Cancelled
SHIP-001446,ORD-001446,WH-04,48.9,8.0,Cancelled
SHIP-001447,ORD-001447,WH-03,19.07,2.0,Shipped
SHIP-001448,ORD-001448,WH-02,38.36,7.0,Cancelled
SHIP-001449,ORD-001449,WH-02,26.12,3.0,Delivered
SHIP-001450,ORD-001450,WH-04,38.12,8.0,Cancelled
SHIP-001451,ORD-001451,WH-03,55.38,27.0,Delivered
SHIP-001452,ORD-001452,WH-01,34.91,8.0,Shipped
SHIP-001453,ORD-001453,WH-04,22.65,7.0,Delivered
SHIP-001454,ORD-001454,WH-03,103.80000000000001,7.0,Delivered
SHIP-001455,ORD-001455,WH-04,39.09,4.0,Delivered
SHIP-001456,ORD-001456,WH-01,42.97,9.0,Cancelled
SHIP-001457,ORD-001457,WH-01,18.35,5.0,Delivered
SHIP-001458,ORD-001458,WH-05,45.34,10.0,Shipped
SHIP-001459,ORD-001459,WH-05,51.7,12.0,Delivered
SHIP-001460,ORD-001460,WH-05,25.09,10.0,Shipped
SHIP-001461,ORD-001461,WH-04,34.77,8.0,Delivered
SHIP-001462,ORD-001462,WH-05,30.08,22.0,Cancelled
SHIP-001463,ORD-001463,WH-04,23.95,5.0,Shipped
SHIP-001464,ORD-001464,WH-05,14.83,,Delivered
SHIP-001465,ORD-001465,WH-02,52.24,5.0,Delivered
SHIP-001466,ORD-001466,WH-03,191.1,12.0,Cancelled
SHIP-001467,ORD-001467,WH-05,34.66,9.0,Delivered
SHIP-001468,ORD-001468,WH-05,49.29,9.0,Cancelled
